City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
260,Coahuayana,18.7333,-103.6833,77.76,89,64,3.42,broken clouds,MX,2022-08-06 05:17:11
261,Chara,56.9064,118.2631,62.58,55,100,3.18,overcast clouds,RU,2022-08-06 05:17:12
262,Brebu,45.4203,21.9925,73.94,43,0,1.81,clear sky,RO,2022-08-06 05:17:13
263,Sibolga,1.7427,98.7792,85.33,58,56,4.41,broken clouds,ID,2022-08-06 05:17:13
264,Magomeni,-6.8,39.25,71.87,69,13,4.32,few clouds,TZ,2022-08-06 05:17:13
265,Roebourne,-20.7833,117.1333,75.99,26,0,13.33,clear sky,AU,2022-08-06 05:17:14
266,Oromocto,45.8351,-66.4792,69.73,68,100,9.22,overcast clouds,CA,2022-08-06 05:17:15
267,Muros,42.7762,-9.0603,68.09,77,78,8.57,broken clouds,ES,2022-08-06 05:17:15
268,Mananjary,-21.2167,48.3333,66.79,81,3,5.86,clear sky,MG,2022-08-06 05:17:16
269,Wajir,1.7471,40.0573,71.62,64,60,15.3,broken clouds,KE,2022-08-06 05:17:16
270,Binon-An,11.3947,123.1426,82.2,74,100,2.19,overcast clouds,PH,2022-08-06 05:17:17
271,Yar-Sale,66.8333,70.8333,68.67,58,63,13.0,broken clouds,RU,2022-08-06 05:17:17
272,Lagarto,-10.9172,-37.65,63.9,95,10,2.37,clear sky,BR,2022-08-06 05:17:38
273,Aswan,24.0934,32.907,91.0,23,86,10.89,overcast clouds,EG,2022-08-06 05:18:18
274,Ayr,55.4627,-4.6339,57.18,82,40,11.5,scattered clouds,GB,2022-08-06 05:18:19
275,Mareeba,-17.0,145.4333,89.44,47,59,6.08,broken clouds,AU,2022-08-06 05:18:19
276,Nome,64.5011,-165.4064,48.27,71,100,14.97,overcast clouds,US,2022-08-06 05:13:32
277,Avera,33.194,-82.5271,77.56,84,100,6.29,overcast clouds,US,2022-08-06 05:18:21
278,Gasa,31.5,34.4667,79.88,68,0,5.06,clear sky,PS,2022-08-06 05:15:56
279,Tilichiki,60.4667,166.1,55.22,88,95,3.85,overcast clouds,RU,2022-08-06 05:18:21
280,Karachi,24.9056,67.0822,84.02,84,75,0.0,smoke,PK,2022-08-06 05:16:21
281,Sisimiut,66.9395,-53.6735,41.27,94,99,13.29,overcast clouds,GL,2022-08-06 05:18:22
282,Bonoua,5.2741,-3.595,71.22,82,38,3.85,scattered clouds,CI,2022-08-06 05:18:23
283,Apartado,7.883,-76.6259,73.33,96,75,4.47,broken clouds,CO,2022-08-06 05:18:23
284,Egvekinot,66.3167,-179.1667,51.8,47,75,22.12,broken clouds,RU,2022-08-06 05:18:24
285,Gladstone,-23.85,151.25,71.78,83,100,3.44,overcast clouds,AU,2022-08-06 05:18:25
286,Mandalgovi,45.7625,106.2708,77.88,43,8,13.56,clear sky,MN,2022-08-06 05:18:25
287,Inhambane,-23.865,35.3833,60.78,100,20,3.44,fog,MZ,2022-08-06 05:18:26
288,Chapais,49.7834,-74.8492,60.58,63,87,5.59,overcast clouds,CA,2022-08-06 05:18:27
289,Cabedelo,-6.9811,-34.8339,70.47,85,9,10.89,clear sky,BR,2022-08-06 05:18:27
290,Farmington,36.7281,-108.2187,79.48,47,0,6.91,clear sky,US,2022-08-06 05:18:28
291,Kaitangata,-46.2817,169.8464,53.74,76,91,5.99,overcast clouds,NZ,2022-08-06 05:18:29
292,Romitan,39.9343,64.3814,89.85,22,0,9.28,clear sky,UZ,2022-08-06 05:18:29
293,Unai,-16.3575,-46.9061,68.7,36,1,2.73,clear sky,BR,2022-08-06 05:18:30
294,Kuytun,54.3419,101.5036,55.6,63,100,11.36,overcast clouds,RU,2022-08-06 05:18:31
295,Lloydminster,53.2835,-110.0016,48.42,87,0,9.22,clear sky,CA,2022-08-06 05:15:19
296,Claresholm,50.0333,-113.5852,57.11,51,98,5.75,overcast clouds,CA,2022-08-06 05:15:19
297,Mustang,35.3842,-97.7245,91.27,44,75,13.8,broken clouds,US,2022-08-06 05:18:32
298,Maceio,-9.6658,-35.7353,71.04,88,40,3.44,scattered clouds,BR,2022-08-06 05:18:33
299,Valparaiso,-33.0393,-71.6273,53.24,87,100,1.14,moderate rain,CL,2022-08-06 05:18:34
300,Martapura,-3.4167,114.85,87.89,58,40,8.05,scattered clouds,ID,2022-08-06 05:18:34
301,Laguna,38.421,-121.4238,78.46,72,0,12.66,clear sky,US,2022-08-06 05:14:42
302,Ozu,33.5,132.55,89.22,65,15,2.8,few clouds,JP,2022-08-06 05:18:35
303,Poquoson,37.1224,-76.3458,78.98,89,75,13.8,mist,US,2022-08-06 05:18:36
304,Klaksvik,62.2266,-6.589,50.92,85,70,9.35,broken clouds,FO,2022-08-06 05:18:37
305,Banikoara,11.2985,2.4386,70.65,94,86,3.24,overcast clouds,BJ,2022-08-06 05:18:37
306,Vytegra,61.0064,36.4481,71.96,63,0,8.86,clear sky,RU,2022-08-06 05:18:38
307,Awjilah,29.1081,21.2869,79.36,39,0,5.88,clear sky,LY,2022-08-06 05:18:39
308,Sekoma,-24.4,23.8833,52.14,31,12,7.2,few clouds,BW,2022-08-06 05:18:39
309,Marystown,47.1666,-55.1483,65.86,100,93,1.99,overcast clouds,CA,2022-08-06 05:18:40
310,Juneau,58.3019,-134.4197,55.85,97,100,18.41,heavy intensity rain,US,2022-08-06 05:17:12
311,Kachiry,53.0675,76.1036,77.92,35,2,6.55,clear sky,KZ,2022-08-06 05:18:41
312,Plettenberg Bay,-34.0527,23.3716,54.32,74,15,6.04,few clouds,ZA,2022-08-06 05:18:42
313,Jalu,29.0331,21.5482,79.45,38,0,6.53,clear sky,LY,2022-08-06 05:18:43
314,Taybad,34.74,60.7756,86.4,16,0,22.41,clear sky,IR,2022-08-06 05:18:43
315,Bilma,18.6853,12.9164,87.48,41,60,12.28,broken clouds,NE,2022-08-06 05:18:44
316,Ayagoz,47.9714,80.4392,73.09,23,0,10.92,clear sky,KZ,2022-08-06 05:18:45
317,La Libertad,-2.2333,-80.9,68.56,86,98,8.93,overcast clouds,EC,2022-08-06 05:15:04
318,Florence,43.7667,11.25,76.3,87,0,1.14,clear sky,IT,2022-08-06 05:15:18
319,Ostrovnoy,68.0531,39.5131,66.02,81,100,17.72,overcast clouds,RU,2022-08-06 05:19:46
320,Rapid Valley,44.0625,-103.1463,77.76,53,100,14.0,light intensity drizzle,US,2022-08-06 05:15:04
321,Yarada,17.65,83.2667,86.32,70,100,4.61,moderate rain,IN,2022-08-06 05:19:47
322,Lagos,6.5833,3.75,73.72,92,80,2.95,broken clouds,NG,2022-08-06 05:16:54
323,Warrnambool,-38.3833,142.4833,53.58,79,81,4.56,broken clouds,AU,2022-08-06 05:19:47
324,Leh,34.1667,77.5833,66.51,51,75,7.07,broken clouds,IN,2022-08-06 05:19:47
325,Luanda,-8.8368,13.2343,64.09,86,18,5.08,few clouds,AO,2022-08-06 05:19:48
326,Nzerekore,7.7562,-8.8179,68.7,99,100,2.1,overcast clouds,GN,2022-08-06 05:19:48
327,Todos Santos,23.45,-110.2167,80.04,87,55,3.78,broken clouds,MX,2022-08-06 05:19:49
328,Haines City,28.1142,-81.6179,80.56,89,0,9.22,clear sky,US,2022-08-06 05:17:59
329,Perevoz,55.5961,44.5446,73.24,66,91,5.23,overcast clouds,RU,2022-08-06 05:19:49
330,Morondava,-20.2833,44.2833,67.1,69,0,5.77,clear sky,MG,2022-08-06 05:19:50
331,Fildu De Jos,46.9333,23.0667,65.19,48,0,2.75,clear sky,RO,2022-08-06 05:19:50
332,Lorengau,-2.0226,147.2712,84.4,69,42,5.97,scattered clouds,PG,2022-08-06 05:19:51
333,Buluang,13.3068,123.3425,77.74,92,100,5.46,moderate rain,PH,2022-08-06 05:19:51
334,Umm Lajj,25.0213,37.2685,87.57,68,57,0.81,light rain,SA,2022-08-06 05:19:51
335,Severo-Kurilsk,50.6789,156.125,59.18,75,96,6.29,overcast clouds,RU,2022-08-06 05:19:52
336,Sechura,-5.5569,-80.8222,62.87,81,89,11.43,overcast clouds,PE,2022-08-06 05:19:52
337,Iqaluit,63.7506,-68.5145,43.7,93,100,3.44,light rain,CA,2022-08-06 05:19:52
338,Saryozek,44.3583,77.9753,83.91,25,82,9.8,broken clouds,KZ,2022-08-06 05:19:53
339,Wasilla,61.5814,-149.4394,60.22,90,100,8.05,heavy intensity rain,US,2022-08-06 05:19:53
340,Beloha,-25.1667,45.05,67.08,75,90,7.52,overcast clouds,MG,2022-08-06 05:19:54
341,Mount Gambier,-37.8333,140.7667,54.63,84,22,5.39,few clouds,AU,2022-08-06 05:19:54
342,Kaduqli,11.0167,29.7167,73.92,88,100,3.58,light rain,SD,2022-08-06 05:19:55
343,Hofn,64.2539,-15.2082,52.32,74,97,4.25,overcast clouds,IS,2022-08-06 05:17:55
344,Calatayud,41.3535,-1.6432,66.6,78,38,3.6,scattered clouds,ES,2022-08-06 05:19:55
345,Achutupo,9.2,-77.9833,77.2,89,91,4.23,overcast clouds,PA,2022-08-06 05:19:56
346,Davila,18.4726,120.5763,87.78,73,43,5.32,scattered clouds,PH,2022-08-06 05:19:56
347,Westport,41.1415,-73.3579,78.57,85,0,6.91,clear sky,US,2022-08-06 05:15:24
348,Tarnogskiy Gorodok,60.4997,43.5761,70.34,68,24,4.21,few clouds,RU,2022-08-06 05:19:57
349,Garissa,-0.4536,39.6401,72.21,71,16,17.83,few clouds,KE,2022-08-06 05:19:57
350,Ereymentau,51.6199,73.1033,73.69,36,4,10.98,clear sky,KZ,2022-08-06 05:19:58
351,Alofi,-19.0595,-169.9187,75.09,88,100,12.66,overcast clouds,NU,2022-08-06 05:19:58
352,Palauig,15.435,119.9045,81.16,84,100,9.93,light rain,PH,2022-08-06 05:19:59
353,Komsomolskiy,40.4272,71.7189,91.81,19,0,7.74,clear sky,UZ,2022-08-06 05:19:59
354,Lata,40.1629,-8.3327,61.11,94,4,2.28,clear sky,PT,2022-08-06 05:20:00
355,Bhawana,31.5692,72.649,93.6,53,75,7.02,broken clouds,PK,2022-08-06 05:20:00
356,Pozo Colorado,-23.4923,-58.7972,61.83,62,99,3.8,overcast clouds,PY,2022-08-06 05:20:01
357,Srednekolymsk,67.45,153.6833,65.48,45,100,3.76,overcast clouds,RU,2022-08-06 05:20:01
358,Swan Hill,-35.3378,143.5544,55.89,63,96,10.04,overcast clouds,AU,2022-08-06 05:15:51
359,Humaita,-7.5061,-63.0208,75.52,80,69,1.86,broken clouds,BR,2022-08-06 05:20:03
360,Chongwe,-15.3292,28.682,55.76,54,0,2.8,clear sky,ZM,2022-08-06 05:20:03
361,Constitucion,-35.3333,-72.4167,52.5,94,100,0.96,overcast clouds,CL,2022-08-06 05:20:04
362,Chimbote,-9.0853,-78.5783,61.32,88,91,9.1,overcast clouds,PE,2022-08-06 05:20:05
363,Solnechnyy,50.7214,136.6319,68.81,99,100,5.37,overcast clouds,RU,2022-08-06 05:20:05
364,Sept-Iles,50.2001,-66.3821,60.8,77,0,3.44,clear sky,CA,2022-08-06 05:20:06
365,Ornes,66.8689,13.7078,50.23,82,100,10.18,moderate rain,NO,2022-08-06 05:20:07
366,Takoradi,4.8845,-1.7554,71.58,86,22,4.52,few clouds,GH,2022-08-06 05:20:08
367,Vilyuysk,63.7553,121.6247,53.94,81,100,8.79,overcast clouds,RU,2022-08-06 05:21:08
368,Vostok,46.4856,135.8833,74.93,75,100,6.44,overcast clouds,RU,2022-08-06 05:21:10
369,Acarau,-2.8856,-40.12,75.81,86,1,12.41,clear sky,BR,2022-08-06 05:21:10
370,Yerbogachen,61.2767,108.0108,48.33,88,100,8.05,overcast clouds,RU,2022-08-06 05:21:11
371,Campobasso,41.6333,14.5833,69.82,58,2,2.89,clear sky,IT,2022-08-06 05:21:11
372,Saint-Paul,-21.0096,55.2707,75.31,64,32,1.45,scattered clouds,RE,2022-08-06 05:18:27
373,Bhongir,17.5108,78.8889,76.3,81,97,14.45,overcast clouds,IN,2022-08-06 05:21:12
374,General Roca,-39.0333,-67.5833,41.63,86,100,12.97,light rain,AR,2022-08-06 05:21:13
375,Xining,36.6167,101.7667,79.81,54,57,3.62,broken clouds,CN,2022-08-06 05:21:13
376,Brockville,44.5834,-75.6826,71.26,91,0,5.55,clear sky,CA,2022-08-06 05:21:14
377,Burns Lake,54.2331,-125.7533,53.02,66,96,2.55,overcast clouds,CA,2022-08-06 05:21:14
378,Maldonado,-34.6667,-54.9167,40.39,89,2,3.09,clear sky,UY,2022-08-06 05:20:25
379,Cooma,-36.2333,149.1333,46.63,67,66,11.18,broken clouds,AU,2022-08-06 05:21:15
380,Raha,26.2333,92.5167,88.45,74,55,3.56,broken clouds,IN,2022-08-06 05:21:16
381,Puerto Quijarro,-17.7833,-57.7667,72.59,66,75,3.69,broken clouds,BO,2022-08-06 05:21:17
382,Las Lomas,8.4333,-82.4,75.11,91,97,1.52,overcast clouds,PA,2022-08-06 05:21:17
383,Harper,4.375,-7.7169,73.94,73,77,3.89,broken clouds,LR,2022-08-06 05:21:18
384,Hami,42.8,93.45,94.03,18,8,3.09,clear sky,CN,2022-08-06 05:21:18
385,Vao,-22.6667,167.4833,73.53,81,14,9.6,few clouds,NC,2022-08-06 05:21:19
386,Valleyview,55.0667,-117.2859,51.84,87,58,8.05,broken clouds,CA,2022-08-06 05:21:19
387,Lobva,59.1854,60.5185,77.22,49,75,4.79,broken clouds,RU,2022-08-06 05:21:20
388,Lannion,48.75,-3.4167,61.68,85,30,1.01,scattered clouds,FR,2022-08-06 05:21:20
389,Berlevag,70.8578,29.0864,55.4,67,96,4.61,overcast clouds,NO,2022-08-06 05:21:21
390,San Quintin,30.4833,-115.95,70.72,88,19,13.29,few clouds,MX,2022-08-06 05:21:21
391,George,-33.963,22.4617,53.15,87,75,1.14,broken clouds,ZA,2022-08-06 05:21:22
392,Riyadh,24.6877,46.7219,96.94,16,5,11.21,clear sky,SA,2022-08-06 05:19:52
393,Sao Joao Batista,-27.2761,-48.8494,61.5,94,91,1.72,overcast clouds,BR,2022-08-06 05:21:22
394,Puerto Del Rosario,28.5004,-13.8627,71.35,88,20,19.57,few clouds,ES,2022-08-06 05:21:23
395,Akdepe,42.0551,59.3788,86.09,32,1,11.18,clear sky,TM,2022-08-06 05:21:23
396,Tamandare,-8.7597,-35.1047,72.68,86,36,4.07,scattered clouds,BR,2022-08-06 05:21:23
397,Tahta,26.7693,31.5021,84.33,40,63,12.21,broken clouds,EG,2022-08-06 05:21:24
398,Changzhou,31.7833,119.9667,99.05,45,88,5.97,overcast clouds,CN,2022-08-06 05:21:24
399,Zhigansk,66.7697,123.3711,55.24,99,100,11.5,moderate rain,RU,2022-08-06 05:21:25
400,Toda Raisingh,26.0252,75.4849,87.49,62,43,3.22,scattered clouds,IN,2022-08-06 05:21:25
401,Igualada,41.581,1.6172,77.32,77,1,2.71,clear sky,ES,2022-08-06 05:21:26
402,Yairipok,24.6667,94.0667,85.86,90,73,3.65,broken clouds,IN,2022-08-06 05:21:27
403,Mildura,-34.2,142.15,57.07,76,40,14.97,light rain,AU,2022-08-06 05:21:27
404,Salalah,17.0151,54.0924,77.09,100,100,6.91,light intensity drizzle,OM,2022-08-06 05:21:28
405,Bilibino,68.0546,166.4372,52.29,54,95,11.12,overcast clouds,RU,2022-08-06 05:21:29
406,Quelimane,-17.8786,36.8883,60.75,94,0,3.44,fog,MZ,2022-08-06 05:21:30
407,Shenzhen,22.5455,114.0683,87.85,85,80,8.7,broken clouds,CN,2022-08-06 05:21:30
408,Tucumcari,35.1717,-103.725,80.44,50,0,11.5,clear sky,US,2022-08-06 05:21:31
409,Dzhebariki-Khaya,62.2167,135.8,76.37,43,100,12.35,overcast clouds,RU,2022-08-06 05:21:31
410,Roald,62.5833,6.1333,54.75,93,75,11.5,broken clouds,NO,2022-08-06 05:21:32
411,Honefoss,60.168,10.2565,54.63,66,79,3.24,broken clouds,NO,2022-08-06 05:22:32
412,Rawson,-43.3002,-65.1023,38.98,82,12,12.55,few clouds,AR,2022-08-06 05:22:33
413,Khuzdar,27.7384,66.6434,83.73,52,88,2.35,overcast clouds,PK,2022-08-06 05:22:33
414,Cranbrook,49.4999,-115.7688,62.44,36,20,5.75,few clouds,CA,2022-08-06 05:22:33
415,Saint-Augustin,51.226,-58.6502,58.24,53,22,9.98,few clouds,CA,2022-08-06 05:22:34
416,Basoko,1.2391,23.616,73.54,87,99,3.31,overcast clouds,CD,2022-08-06 05:22:34
417,Dutse,11.7594,9.3392,71.92,88,89,9.35,overcast clouds,NG,2022-08-06 05:22:35
418,Vardo,70.3705,31.1107,53.58,82,100,2.3,overcast clouds,NO,2022-08-06 05:22:35
419,Yumen,40.2833,97.2,85.14,23,99,19.66,overcast clouds,CN,2022-08-06 05:22:36
420,Shakawe,-18.3667,21.85,56.26,48,0,3.31,clear sky,BW,2022-08-06 05:22:36
421,Port Hardy,50.6996,-127.4199,59.18,77,20,8.05,few clouds,CA,2022-08-06 05:22:37
422,Lucapa,-8.4192,20.7447,64.87,41,61,3.33,broken clouds,AO,2022-08-06 05:22:37
423,Mbeya,-8.9,33.45,52.97,72,59,3.94,broken clouds,TZ,2022-08-06 05:21:59
424,Fort Nelson,58.8053,-122.7002,67.59,49,75,6.91,broken clouds,CA,2022-08-06 05:22:38
425,Svetlogorsk,52.6333,29.7333,69.24,75,2,5.57,clear sky,BY,2022-08-06 05:22:39
426,Hit,33.6416,42.8251,104.4,15,17,11.07,few clouds,IQ,2022-08-06 05:22:39
427,Viedma,-40.8135,-62.9967,42.84,68,87,8.75,overcast clouds,AR,2022-08-06 05:22:40
428,Salym,60.0625,71.4789,75.56,48,88,6.58,overcast clouds,RU,2022-08-06 05:22:40
429,Ranong,9.9658,98.6348,87.73,72,92,14.58,overcast clouds,TH,2022-08-06 05:22:41
430,Roma,43.2128,-75.4557,72.73,95,0,3.44,clear sky,US,2022-08-06 05:22:41
431,Colares,38.7992,-9.4469,68.76,87,72,10.0,broken clouds,PT,2022-08-06 05:22:42
432,Whangamata,-37.2,175.8667,56.01,71,100,3.22,overcast clouds,NZ,2022-08-06 05:22:32
433,Polyarnyy,69.1989,33.4478,51.13,95,100,9.04,overcast clouds,RU,2022-08-06 05:22:42
434,Wattegama,6.7989,81.4808,89.4,43,94,9.08,overcast clouds,LK,2022-08-06 05:22:43
435,Rio Gallegos,-51.6226,-69.2181,33.85,93,100,2.3,overcast clouds,AR,2022-08-06 05:22:44
436,Sambava,-14.2667,50.1667,68.4,72,33,7.49,scattered clouds,MG,2022-08-06 05:22:45
437,George Town,5.4112,100.3354,87.75,66,20,9.22,few clouds,MY,2022-08-06 05:21:09
438,Vila Velha,-20.3297,-40.2925,75.15,78,100,9.22,overcast clouds,BR,2022-08-06 05:20:01
439,Shellbrook,53.2168,-106.4011,49.23,82,85,5.93,overcast clouds,CA,2022-08-06 05:22:45
440,Chifeng,42.2683,118.9636,92.88,27,88,3.22,overcast clouds,CN,2022-08-06 05:22:46
441,Kushima,31.4583,131.2333,93.29,54,7,6.51,clear sky,JP,2022-08-06 05:22:46
442,Raga,8.4596,25.678,69.22,97,100,4.92,overcast clouds,SS,2022-08-06 05:22:47
443,Vestmannaeyjar,63.4427,-20.2734,53.4,93,100,8.21,overcast clouds,IS,2022-08-06 05:22:47
444,Adrar,20.5022,-10.0711,91.15,31,38,12.24,scattered clouds,MR,2022-08-06 05:22:48
445,Timizart,36.8,4.2667,73.56,50,0,5.37,clear sky,DZ,2022-08-06 05:22:48
446,Meulaboh,4.1363,96.1285,84.67,63,85,2.59,overcast clouds,ID,2022-08-06 05:22:49
447,Siocon,7.7061,122.1353,82.45,80,97,4.47,light rain,PH,2022-08-06 05:22:50
448,Moyale,3.5167,39.0584,63.57,59,29,13.18,scattered clouds,KE,2022-08-06 05:22:51
449,Nakano,36.75,138.3667,91.36,70,99,2.53,overcast clouds,JP,2022-08-06 05:22:51
450,Kasongo-Lunda,-6.4667,16.8167,65.59,66,3,1.52,clear sky,CD,2022-08-06 05:22:52
451,Lafiagi,8.8667,5.4167,75.18,78,100,4.14,overcast clouds,NG,2022-08-06 05:22:53
452,Half Moon Bay,37.4636,-122.4286,67.53,85,100,11.5,overcast clouds,US,2022-08-06 05:22:54
453,San Policarpo,12.1791,125.5072,83.52,73,100,9.95,overcast clouds,PH,2022-08-06 05:22:54
454,Aripuana,-9.1667,-60.6333,78.17,52,75,0.94,broken clouds,BR,2022-08-06 05:22:55
455,Longyearbyen,78.2186,15.6401,49.84,76,75,8.05,broken clouds,SJ,2022-08-06 05:22:56
456,Moree,-29.4667,149.85,63.39,40,2,14.34,clear sky,AU,2022-08-06 05:23:56
457,Zhuhai,22.2769,113.5678,87.51,79,20,8.05,heavy intensity rain,CN,2022-08-06 05:23:56
458,Dillon,34.4166,-79.3712,79.14,95,57,5.1,broken clouds,US,2022-08-06 05:23:57
459,Port Blair,11.6667,92.75,80.64,89,100,10.36,moderate rain,IN,2022-08-06 05:23:57
460,Bathsheba,13.2167,-59.5167,81.05,92,20,5.75,few clouds,BB,2022-08-06 05:23:58
461,Alenquer,-1.9417,-54.7383,76.41,76,61,2.95,broken clouds,BR,2022-08-06 05:23:58
462,Iquitos,-3.7481,-73.2472,75.24,94,75,2.3,broken clouds,PE,2022-08-06 05:23:58
463,Coihaique,-45.5752,-72.0662,36.21,93,0,3.44,clear sky,CL,2022-08-06 05:20:02
464,Diego De Almagro,-26.3667,-70.05,48.06,60,0,1.43,clear sky,CL,2022-08-06 05:23:59
465,Huarmey,-10.0681,-78.1522,61.99,86,60,7.87,broken clouds,PE,2022-08-06 05:23:59
466,Sidi Ali,36.0998,0.4206,74.37,88,0,6.15,clear sky,DZ,2022-08-06 05:24:00
467,Tjome,59.1109,10.3933,57.15,58,0,6.91,clear sky,NO,2022-08-06 05:24:00
468,Charters Towers,-20.1,146.2667,86.14,42,8,10.85,clear sky,AU,2022-08-06 05:24:00
469,Grindavik,63.8424,-22.4338,55.35,100,100,8.05,fog,IS,2022-08-06 05:24:01
470,Qianan,44.9932,124.0581,88.12,42,11,4.16,few clouds,CN,2022-08-06 05:24:01
471,Clarksdale,34.2001,-90.5709,78.78,94,20,6.91,few clouds,US,2022-08-06 05:24:02
472,Krasnyy Luch,48.1395,38.9371,76.01,51,59,7.9,broken clouds,UA,2022-08-06 05:24:02
473,Maltahohe,-24.8333,16.9833,53.69,39,39,6.51,scattered clouds,NA,2022-08-06 05:24:02
474,Parabel,58.6978,81.4825,73.89,52,36,7.27,scattered clouds,RU,2022-08-06 05:24:03
475,Cururupu,-1.8283,-44.8683,73.8,91,4,3.83,clear sky,BR,2022-08-06 05:24:03
476,Flinders,-34.5833,150.8552,64.38,50,12,15.75,few clouds,AU,2022-08-06 05:24:03
477,Nyrob,60.733,56.7202,73.78,53,94,2.46,overcast clouds,RU,2022-08-06 05:24:04
478,Muromtsevo,56.3724,75.2418,73.69,56,60,6.51,broken clouds,RU,2022-08-06 05:24:04
479,Voh,-20.9667,164.7,76.21,80,68,4.27,broken clouds,NC,2022-08-06 05:24:05
480,Yarmouth,41.7057,-70.2286,78.01,89,30,3.0,scattered clouds,US,2022-08-06 05:24:05
481,Usinsk,65.9939,57.5281,71.29,59,62,9.8,broken clouds,RU,2022-08-06 05:24:05
482,Loa Janan,-0.583,117.095,81.46,75,96,4.56,light rain,ID,2022-08-06 05:24:06
483,Nara,34.6851,135.8049,89.91,72,62,1.83,broken clouds,JP,2022-08-06 05:24:06
484,Gazli,40.1333,63.45,89.15,24,0,8.46,clear sky,UZ,2022-08-06 05:24:07
485,Khandbari,27.3747,87.2039,80.83,75,98,4.38,overcast clouds,NP,2022-08-06 05:24:07
486,Mayo,38.8876,-76.5119,75.94,93,40,3.44,scattered clouds,US,2022-08-06 05:24:07
487,Mae Sai,20.4335,99.8762,80.31,86,94,2.91,overcast clouds,TH,2022-08-06 05:24:08
488,Baghdad,33.3406,44.4009,100.31,25,7,6.91,clear sky,IQ,2022-08-06 05:24:09
489,Plouzane,48.3833,-4.6167,57.25,94,0,10.36,clear sky,FR,2022-08-06 05:24:10
490,Asyut,27.181,31.1837,83.5,44,94,12.28,overcast clouds,EG,2022-08-06 05:24:11
491,Tomatlan,19.9333,-105.25,76.6,96,100,1.66,overcast clouds,MX,2022-08-06 05:24:11
492,Kodinsk,58.6881,99.1844,57.07,74,100,4.29,overcast clouds,RU,2022-08-06 05:24:12
493,Santa Lucia,27.9117,-15.5407,63.72,78,20,27.63,few clouds,ES,2022-08-06 05:20:01
494,Bubaque,11.2833,-15.8333,79.56,81,100,12.41,light rain,GW,2022-08-06 05:24:13
495,Geraldton,-28.7667,114.6,64.81,59,4,10.36,clear sky,AU,2022-08-06 05:19:18
496,Muisne,0.6,-80.0333,73.83,85,100,10.09,overcast clouds,EC,2022-08-06 05:24:14
497,Fayaoue,-20.65,166.5333,77.09,78,18,10.98,few clouds,NC,2022-08-06 05:24:15
498,Ryotsu,38.0833,138.4333,84.61,68,99,5.32,overcast clouds,JP,2022-08-06 05:24:15
499,Lavrentiya,65.5833,-171.0,47.34,67,67,8.23,broken clouds,RU,2022-08-06 05:20:33
500,Matara,5.9485,80.5353,82.65,72,99,14.14,overcast clouds,LK,2022-08-06 05:24:16
501,Road Town,18.4167,-64.6167,82.49,76,40,21.23,scattered clouds,VG,2022-08-06 05:24:16
502,Sosnovka,56.255,51.2842,70.63,67,92,1.45,overcast clouds,RU,2022-08-06 05:25:17
503,Atbasar,51.8,68.3333,74.55,40,76,10.6,broken clouds,KZ,2022-08-06 05:25:17
504,Nata,8.3333,-80.5167,75.13,93,100,1.23,overcast clouds,PA,2022-08-06 05:25:18
505,Mae Hong Son,19.3003,97.9685,87.94,62,75,4.61,broken clouds,TH,2022-08-06 05:25:19
506,Aktash,50.3,87.7333,58.37,48,9,2.17,clear sky,RU,2022-08-06 05:25:19
507,Bombay,19.0144,72.8479,82.29,100,75,4.61,haze,IN,2022-08-06 05:22:56
508,Verkhnyaya Inta,65.9811,60.3094,69.49,66,77,12.24,broken clouds,RU,2022-08-06 05:25:21
509,Lazaro Cardenas,17.9583,-102.2,79.63,80,58,3.09,broken clouds,MX,2022-08-06 05:25:21
510,Hakkari,37.5833,44.1667,71.38,37,75,1.14,broken clouds,TR,2022-08-06 05:25:22
511,Novyy Urengoy,66.0833,76.6333,65.64,63,95,12.06,overcast clouds,RU,2022-08-06 05:25:23
512,Awbari,26.5921,12.7805,83.5,23,44,5.99,scattered clouds,LY,2022-08-06 05:25:24
513,Bakchar,57.0186,82.0711,76.12,45,76,3.02,broken clouds,RU,2022-08-06 05:25:24
514,Mabaruma,8.2,-59.7833,73.63,97,79,2.35,broken clouds,GY,2022-08-06 05:25:25
515,Kieta,-6.2167,155.6333,83.64,65,100,4.94,overcast clouds,PG,2022-08-06 05:25:25
516,Kyshtovka,56.555,76.6271,71.87,62,76,6.29,broken clouds,RU,2022-08-06 05:25:26
517,Gisborne,-38.6533,178.0042,59.31,57,89,9.17,overcast clouds,NZ,2022-08-06 05:25:27
518,Tanout,14.9709,8.8879,80.02,62,38,12.62,scattered clouds,NE,2022-08-06 05:25:27
519,Belmonte,-15.8631,-38.8828,71.37,84,35,8.16,scattered clouds,BR,2022-08-06 05:25:28
520,Togur,58.3631,82.8265,73.53,51,92,4.85,overcast clouds,RU,2022-08-06 05:25:29
521,Kuryk,43.2,51.65,86.23,31,100,11.88,overcast clouds,KZ,2022-08-06 05:25:29
522,Smidovich,48.6,133.8167,80.67,71,78,11.52,broken clouds,RU,2022-08-06 05:25:30
523,Pisco,-13.7,-76.2167,56.01,88,75,2.3,mist,PE,2022-08-06 05:25:30
524,Mahibadhoo,3.7833,72.9667,82.29,77,100,15.86,overcast clouds,MV,2022-08-06 05:25:31
